AppID,Nombre,Tipo,Descripcion,Desarrollador,Editor,FechaSalida,Genero,Categoria,Lenguajes,Gratis,EdadRequerida,Moneda,PrecioInicial,Plataforma
2429540,Harmonis: the hand-made kingdoms,game,"Harmonis: The Hand-Made Kingdoms is a minimalist strategy game where you shape living kingdoms with unique tiles. Explore biomes, complete quests, and unlock new elements. Immerse yourself in a serene atmosphere as you design vibrant, living worlds bursting with your creativity.",Catvin Catowsky,Catvin Catowsky,"25 Jul, 2024",Strategy,Single-player,English,No,0,USD,13.99,windows
2429560,Not Involved Demo,demo,Can you save these people? Or will you just let them die?..,Stray Feet,Stray Feet,"6 Jun, 2023",RPG,Co-op,English,Si,0,,0.00,mac
2429580,Gate One,game,Survive with your team as long as possible and discover different worlds and loot.,Eternal Games,Eternal Games,"12 Jul, 2023",Action,Local Multi-Player,English,No,0,USD,4.99,windows
2429590,Caislean: Paranormal,game,"A dynamic survival-horror game featuring gadget setup and point-and-click sequences. Investigate the castle during the day and place cameras, sensors, and snares throughout the explored environment. Locate paranormal hotspots and read clues about countering enemies.",yosheDev,yosheDev,"3 Jun, 2023",Adventure,Single-player,English,Si,0,,0.00,windows
2429600,Herdles,game,"Jump, run, bark! Adventure through an interactive world full of wonders where your bark can change everything! Save the magical Herdles and solve the mystery behind their very existence. Fully adjust the gameplay experience to suit your needs and preferences.","One More Journey Studios, Fire Sword Studios","One More Journey Studios, Fire Sword Studios",To be announced,Indie,Local Multi-Player,English,No,0,To be announced,To be announced,windows
2428680,Infernal Apocalypse: Rise of the Underworld,game,"The first online Strategy game based in Hell. As a low-rank demon, you and your friends build your own kingdom, manage slaves and resources, fight hordes of demons, and rise up the ranks until you meet Satan himself. After all, our eternal damnation is certain, so why not practice beforehand?",Leonid Bazhanov,Leonid Bazhanov,Coming soon,Adventure,Local Multi-Player,English,No,0,Coming soon,Coming soon,mac
2428690,Neon Parkour 2,game,"Control a blue cube and complete challenging trails and puzzles to reach the target! Red cubes that will destroy you the moment you touch them! Help the blue cube reach its destination in Neon Parkour, which has a minimal design. Jump, dash and swing to solve challenging trails!",Aquila Games,Aquila Games,"6 Jul, 2023",Casual,Online Multi-Player,English,No,0,USD,1.99,linux
2428700,Fallen Light,game,"Cory wakes up several years into the future, everything has changed and his friends are missing. Complete puzzles, hide from monsters, explore the world around you and try to find what happened and where your friends are.",Vyvex Games,Vyvex Games,To be announced,Casual,Online Multi-Player,English,No,0,To be announced,To be announced,windows
2428730,SWAT Commander: Prologue,game,"The FREE PROLOGUE version of our tactical squad shooter. In SWAT Commander you take charge of an elite special forces unit. Issue orders to your SWAT team, manage its members and their equipment, but most importantly – complete your mission successfully.","Red Mountain Games, Ritual Interactive",Ritual Interactive,2025,Adventure,Multi-player,English,Si,0,,0.00,linux
2428760,FRONT MISSION 1st: Remake Demo,demo,,Forever Entertainment S. A.,Forever Entertainment S. A.,"31 May, 2023",Action,Online Multi-Player,English,Si,0,,0.00,windows
2428830,Butterfly//Circuit Demo,demo,"Glimmers of hope are hard to come by, so what happens when the one you have is suddenly snuffed out? In the dark recesses of the city, just out of sight, silhouettes come in to view and connections start to form. Butterfly//Circuit is a cyberpunk thriller kinetic visual novel.",WireWARE,WireWARE,"9 Jun, 2023",Action,Local Multi-Player,English,Si,0,,0.00,linux
2428780,The Last Stand at Camp Zombie,game,Face hungry zombies and explore the hidden secrets of the campsite while working together with a friend in local multiplayer. The tension is high and every bullet counts - will you be able to survive until you escape?,Sweet Dreams Studio,Sweet Dreams Studio,"12 Feb, 2024",Adventure,Local Multi-Player,English,No,0,USD,4.99,linux
2428790,Des racines et des graines,game,"A garden game where you will explore a calm and peaceful island. Gather some seeds from the vegetation and re-plant them close to each other to get hybrids. Day after day, you will cross-breed the plants to create some new ones, to finally find and restore the ultimate tree: Yggdrasil.","Sweet Dreams Studio, Marion Denmat, Guillet Anthony, Sylvain Kauffeisen, Manon Liénart",Sweet Dreams Studio,"4 Sep, 2023",Strategy,Co-op,English,Si,0,,0.00,windows
2428880,Interactive Gun Range Beta,game,,,,"7 Jul, 2023",RPG,Co-op,English,No,0,,,mac
2428900,Monster Museum - Mini Rasak,dlc,Player will get 30 Crystal and 3 jars containing Mini Rasak in their inventory.,Akhir Pekan Studio,,"17 May, 2023",Indie,Online Multi-Player,English,No,0,USD,0.99,windows
2428901,Monster Museum - Mini Napos,dlc,Player will get 30 Crystal and 3 jars containing Mini Napos in their inventory.,Akhir Pekan Studio,,"17 May, 2023",RPG,Single-player,English,No,0,USD,0.99,windows
2428940,Recordance,game,THE ROBOTS ARE COMING! Unleash your arsenal of innovative arm mounted weapons and vehicles to defeat the robot hoards. Fight across multiple mission types and environments In this fast paced single player shooter.,NICKPARSONS3D,NICKPARSONS3D,"24 Jul, 2023",Casual,Online Multi-Player,English,No,0,USD,3.99,windows
2428970,Pixel Kishi Demo,demo,"This is the demo for IZIO : The Pixel Kishi In this demo, there are only 2 enemies and few features to play.",N Studio,N Studio,Coming soon,Adventure,Single-player,English,Si,0,Coming soon,0.00,windows
2429000,Liona's Adventure,game,"Once in a peaceful village , there lived a brave little warrior named Liona,One fateful night, the village was attacked by a horde of monstrous creatures. Liona's parents died in battle. Liona, witnessing the loss of her parents, felt a fire ignite within her heart—a burning desire for vengeance.","Peyman Hadizadeh, Keyvan Hadizadeh, Maria Nosouhian",Peyman Hadizadeh,Coming soon,Casual,Co-op,English,No,0,Coming soon,Coming soon,linux
2428980,Bye Sweet Carole,game,Bye Sweet Carole is a chilling narrative-horror game inspired by classic animation movies and created by Chris Darril (Remothered series). Follow the last known whereabouts of Carole Simmons to uncover the dark truth behind the Bunny Hall orphanage.,"Little Sewing Machine, Meangrip Studios",Maximum Entertainment,2025,Action,Multi-player,English,No,0,,,linux
2428960,The World's Hardest Game 3D Nostalgia,game,"Easy to play, hard to finish. The World's Hardest Game, which you used to play on flash game sites, is now with you in 3D. The same 30 levels as in the original game are now here! Dodge enemies and reach to the end in this 3D Hard Platformer!",Batuhan Ertan,Batuhan Ertan,"3 Jun, 2023",Action,Co-op,English,No,0,USD,1.99,linux
2428990,Brothers in Hell,game,"After you die, Death gives you the chance to come back to the world of the living to fulfill your deepest desire. Take the chance. Get back on your feet, and claim your revenge in this stealth action-adventure game",Moonsaurus Games,Moonsaurus Games,"3 Nov, 2023",Adventure,Local Multi-Player,English,No,0,USD,8.99,linux
2429040,Lord Of Terror,game,In a galaxy far away a world is facing doomsday. As nations rise against each other the world is plunged into chaos. Many illegal groups such as gangs and independent militias and demonic cults take the advantage of the situation to expand. Your task is to assassinate a demon dubbed Lord of Terror.,SimulatedFantasy,SimulatedFantasy,"28 May, 2023",RPG,Local Multi-Player,English,No,0,USD,0.99,mac
2429060,Lhama Clicker Demo,demo,,Clicker Studios,Clicker,"12 Jun, 2023",RPG,Single-player,English,Si,0,,0.00,linux
2429070,Gentlemen's Puzzle Club,game,Try to complete all puzzles in this amazing relaxation game and collect all locked girls behind the covers.,Luxe Haven Games,Luxe Haven Games,"13 Jun, 2023",RPG,Online Multi-Player,English,No,0,USD,1.99,linux
2429090,Garden Buddies,game,"Unleash your inner gardener and immerse yourself in the serene world of Garden Buddies, cultivating a vibrant flower garden alongside your new friend Mutsy. Discover an enchanting and fulfilling experience to release your stress.",JamPics,RedDeer.Games,"20 Oct, 2023",Indie,Co-op,English,No,0,USD,14.99,linux
2429110,Tom Clancy’s Rainbow Six® Extraction - HD Textures Pack,dlc,The HD texture pack for Rainbow Six® Extraction allows for a better visual experience in the game.,Ubisoft Montreal,Ubisoft,"11 Aug, 2023",RPG,Single-player,English,Si,16,,0.00,linux
2429100,Homestar Runner: Halloween Hide n' Seek,game,A short Halloween-themed point n' click game featuring the dumb animal characters of Homestar Runner dot com.,Videlectrix,Videlectrix,"6 Aug, 2023",Casual,Multi-player,English,No,0,USD,1.99,windows
2428200,Third Defender,game,"First person wave based shooter where you must survive, alone or with a friend. Kill and earn gold to buy weapons and experience to level up as the waves becomes harder.",Shape de Grilo,Shape de Grilo,Coming soon,RPG,Multi-player,English,No,0,Coming soon,Coming soon,windows
2428250,侠客春秋 Demo,demo,《侠客春秋》是一款江湖题材的角色扮演游戏。这个江湖只是你自己的江湖。加入了更多门派、武学以及功能玩法，高自由度不做太多束缚，自己的路还是要自己决定怎么走。打怪、升级、双修、传承，从寂寂无名到一代盟主。解锁更多剧情和宝箱，获得先祖传承，与道侣一同并肩作战！,黑心小作坊,黑心小作坊,"11 May, 2023",Action,Local Multi-Player,English,Si,0,,0.00,mac
2428230,OVERLODE: Battle over Azmonite,game,"Play cards in real-time in this action-packed deckbuilding horde survival roguelike. Forge a deck, lead your squad, and defend the harvester in intense battles across enemy-infested planets. Unlock Ascension Levels to face rising challenges with incremental content and balance changes.",Ablizmo Games,Ablizmo Games,Q4 2024,RPG,Co-op,English,No,0,,,windows
2428240,Your World VR - Multiplayer,dlc,Your world VR Multiplayer,Levich Games,Levich Games,"10 May, 2023",Adventure,Co-op,English,No,0,USD,4.99,mac
2428260,Butterfly//Circuit,game,"Butterfly//Circuit is a cybergothic kinetic visual novel. Unravel the secrets of this character driven psychological thriller and explore the hidden interstices of a darkly (un)ordinary world. When glimmers of hope are snuffed out, the boundary between reality and fiction start to blur.",WireWARE,WireWARE,"1 Aug, 2024",Indie,Co-op,English,No,0,USD,9.99,mac
2428320,Just Find It 2,game,Find more differences and play an assortment of fun new games in Just Find It 2!,Tiny Little Lion,Boomzap Inc,"11 Jul, 2023",Casual,Online Multi-Player,English,No,0,USD,11.99,windows
2428310,天行镖客 (Sky Escort),game,"Sky Escort is a rogue-like card game featuring TD and management. Players roleplay an airborne mercenary,escorting clients' cargo to earn rewards. Buildcard decks, recruit crew members, and customize arms to enrich gameplay. Multiple factions can be chose from, each with unique combat style.",相对艺术 Relativity Art,Wise Games,"19 Jun, 2024",Indie,Online Multi-Player,English,No,0,USD,9.99,windows
2428350,Light Fingers Demo,demo,Light Fingers is a magical mechanical board game where thieves compete in a test of skills to prove who among them is the most deft!,Numizmatic Games Corporation,Numizmatic Games Corporation,"8 Jun, 2023",Action,Single-player,English,Si,0,,0.00,linux
2428390,NovaLight Z,game,"Novalight Z is a co op zombie shooter. Shoot and slice through an infected base on the moon with your friends or random strangers. Uncover the mystery behind the outbreak, but be careful, zombies or other players can turn your situation upside down.",AuraLite Games,N/A,Coming soon,Indie,Single-player,English,No,0,Coming soon,Coming soon,linux
2428370,Ponk's Jam: The Tulip Thief,game,"Guess who’s back, dudes and gally?! In an all new universe, Ponk is here to save the world of Obal from the threat of The Tulip Thief! Embark on a huge journey through 6 crazy environments to retrieve the Artefacts from the 5 Beholders; and also meet hilarious characters along the way.",Jamie Rowley,Ponk Games,"31 Oct, 2023",RPG,Co-op,English,No,0,USD,1.99,linux
2428410,Light of Coco,game,Play as Coco - a feline star creature. Use Coco's gentle meows to nurture the environment and ask your butterfly companions to assist you. Beware of the creatures lurking in the shadows.,Amerosa Games,Amerosa Games,To be announced,Adventure,Multi-player,English,No,0,To be announced,To be announced,mac
2428460,怪才俱乐部2-The Immortal Beloved2,game,"You were a miss in the manor, but an accident completely disrupted the trajectory of your life... When the whole world is falling, where do you go in the face of the terrible truth and the unknown future?",橙光游戏,橙光游戏,"5 Jun, 2023",Action,Single-player,English,No,0,USD,6.99,linux
2428420,Umbraclaw,game,"Umbraclaw tells the story of Kuon, a house cat who has died in the mortal world, after she awakens in the Soulplane, a realm of the dead. She must challenge the perilous underworld to return home to her owner in this 2D action adventure.","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","30 May, 2024",Strategy,Multi-player,English,No,0,USD,24.99,windows
2428480,Irang : the last hope,game,"In Joseon, a kingdom honoring the Four Deities, chaos reigns. Nobles have unleashed sealed evils in a power grab, causing calamities. Join Irang and Haru on a journey to liberate the Deities and reclaim Joseon's last hope.",SnoozyMonday,DCD,"20 Jul, 2023",Adventure,Local Multi-Player,English,No,0,USD,2.99,windows
2428470,"Stars, Stripes, and Subgames",game,"Immerse yourself in a world of captivating and diverse subgames, inspired by the essence of America.",Tiny Little Lion,Boomzap Inc,"22 Jun, 2023",RPG,Multi-player,English,No,0,USD,11.99,mac
2428490,Swimsuit Samurai,game,"This wonderful nude beach has been invaded by a horde of women in admittingly fashionable swimsuits, so it's up to a lone naked samurai to enforce the undress code!",Cyber Scherzo Studios,Shady Corner Games,To be announced,Indie,Local Multi-Player,English,No,0,To be announced,To be announced,windows
2428520,Quest for Gold,game,Quest for Gold is a charming real-time tactics game. Defend your kingdom against increasingly difficult waves of Goblin attackers with relaxed squad-based controls. Mine gold to reach a high score or spend precious time building up your defenses in-between waves.,Small Miracles,Small Miracles,To be announced,Adventure,Single-player,English,No,0,To be announced,To be announced,windows
2428540,"KOF XV DLC Character ""NAJD""",dlc,[Product Contents]&quot;NAJD&quot; can be used in THE KING OF FIGHTERS XV.,SNK CORPORATION,SNK CORPORATION,"8 Aug, 2023",RPG,Co-op,English,No,0,USD,5.99,mac
2428560,Druidwalker Soundtrack,music,"Druidwalker soundtrack - 6 in-game music tracks made by Līga Griķe, provided in mp3 format.",Līga Griķe,Coldwild Games,"15 Jun, 2023",Action,Online Multi-Player,English,No,0,USD,1.99,mac
2428600,Masquerade Kiss,game,"Who wins in the game of seduction? You're an elite agent tasked with taking down the most corrupt people in the world. However, your latest target may be your most challenging yet. His hand slips into your dress, fingers dangerously close to the wire hidden in your lingerie...",UNICO INC.,Voltage Inc.,"3 Aug, 2023",RPG,Multi-player,English,No,0,USD,34.99,mac
2428640,Net Defender,game,"Net Defender, a VR game where you play as a goalkeeper. With realistic physics, graphics, and immersive sound, experience the thrill of being on the pitch and improve your reflexes while having fun",3D Interactive Sthlm AB,3D Interactive Sthlm AB,"29 Sep, 2023",Adventure,Local Multi-Player,English,No,0,USD,9.99,linux
2428620,Feeble Light,game,"Blast off as a little star trying to rid the cosmos of angry celestial beings in Feeble Light, a 3-tone pixel art shoot’em up where minimalistic presentation makes way for precision controls and fluid animation!","Panda Indie Studio, Eastasiasoft Limited",Eastasiasoft Limited,"7 Jul, 2023",Casual,Co-op,English,No,0,USD,4.99,windows
2428660,OpenFlower,game,"A visual novel about a small Japanese family. Just moved to a big city full of surprises and adult adventures. The game develops around the Hot Wife fetish. The game is made in 1920*1080 format. The original language is English, Spanish and Hindi are available. Game v. 1.17 and fully completed.",WhornyBeeStudio,WhornyBeeStudio,"27 Jun, 2023",Adventure,Multi-player,English,No,0,USD,8.99,windows
2427770,Burger Cooking Simulator,game,"Become the burger chef in the physical-based Burger Cooking Simulator. Skillfully use your hand to interact with ingredients and utensils to complete orders. Grill, fry, make burgers, watch your time, and keep your customers in a good mood.",Pickle Drugs,Pickle Drugs,"12 Jun, 2023",Action,Co-op,English,No,0,USD,4.99,mac
2427790,Goldilock One: The Mists of Jakaíra,game,"Goldilock One: The Mists of Jakaíra is an action RPG that transports the player to a prison on the darkest and coldest side of a distant planet. Survive massive battles, form alliances with NPCs, and control multiple characters while seeking to recover your memory and the reason for your exile.",Shed of Ideas,Shed of Ideas,Coming soon,RPG,Local Multi-Player,English,No,0,Coming soon,Coming soon,windows
957922,Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 18,dlc,"Pixel Puzzles Ultimate, the definitive jigsaw puzzler for the PC platform.",Pixel Puzzles,Pixel Puzzles,"11 May, 2021",Indie,Multi-player,English,No,0,USD,11.99,mac
1875470,Ninjas Against the Machines,game,"The world is depending on you, Ninja! Powerful machines have traveled through time to destroy all of humanity! Equipped with your bo staff, your javelin, and your wits, you must take the machines head on, utilizing any and all futuristic technology you can find along the way.",Ome6a Games,Ome6a Games,"18 Feb, 2022",Casual,Co-op,English,No,0,USD,7.99,mac
1875520,Oscar's Paradise,game,Oscar's Paradise is a fast paced retro marble game where you must reach the end of the level so Oscar can eat his delicious scraps.,BlueBranch,BlueBranch,To be announced,Strategy,Local Multi-Player,English,No,0,To be announced,To be announced,mac
1875540,Aria,game,"Aria is a narrative-driven adventure game following a young girl - Aria and her travelling companion, a “Dolki” (Half Dolphin, half Kiwi). A recent tragedy has left Aria adrift in her own imagination where corruption has begun to intrude upon the lands.",Endware,Endware,"11 Mar, 2022",Indie,Single-player,English,Si,0,,0.00,windows
1875590,塔塔帝国,game,百名英雄、怪物的策略塔防游戏！多角色养成随心搭配，多场景推图闯关，世界boss征战，玩家pvp对决，看谁智胜一筹！,Huochairen Interactive Entertainment,Huochairen Interactive Entertainment,"21 Feb, 2022",RPG,Online Multi-Player,English,Si,0,,0.00,windows
1875530,Grim Tales: Graywitch Collector's Edition,game,Your friend’s in the past!,Elephant Games,Big Fish Games,"25 Jan, 2022",Strategy,Single-player,English,No,0,USD,9.99,linux
1875550,The Ground Division Demo,demo,,StarVerse Interactive,StarVerse Interactive,"28 Mar, 2022",Adventure,Multi-player,English,Si,0,,0.00,windows
1875560,Mare,game,"A VR puzzling adventure, with a AI companion. You find yourself embodying a mysterious artificial bird. Together you venture on a adventure while unraveling a mysterious narrative and the secrets hidden within the world of Mare",Lonekite Games,Lonekite Games,"31 Mar, 2022",Strategy,Single-player,English,No,0,USD,19.99,linux
1875640,"CUSTOM ORDER MAID 3D2 Personality Pack Guarded, Blunt Girl",dlc,"An all new heroine type, the &quot;Blunt Girl&quot; makes her appearance in Custom Order Maid 3D 2! You can now hire “Blunt” as a maid at the Empire Club, just like you can “Muku,” “Majime,” and “Rindere.”",KISS,S-court,"31 Jan, 2022",Adventure,Single-player,English,No,0,USD,19.99,linux
1875660,The Age of Navigation-Deluxe Edition,dlc,"It is a single-player simulation business game with the theme of navigation. Players need to earn money by investing and trading in various ports, and interact with local forces to develop their own ports and build bigger and better ships for voyages.",Changsha Upstream,Changsha Upstream,"9 Feb, 2022",Adventure,Co-op,English,No,0,USD,4.99,mac
1875670,Gigant,game,Gigant is a horror point and click adventure game. Escape from the terror of the unknown creature 'Gigant' and the conflict that revolves around it.,UKZ Arts,PsychoFlux Entertainment,"12 Aug, 2022",Strategy,Co-op,English,No,0,USD,3.99,mac
1875690,Action Ball Demo,demo,,Rionix,Rionix,"20 Jan, 2022",RPG,Online Multi-Player,English,Si,0,,0.00,windows
1875720,Zoo Tales,game,"Choose the best strategy, get supplies, and win. Survive, kill, fight the mysteries of the unknown, and experience undifferentiated strategic contests. Zoo Tales offers an exciting story and brings you a new multiplayer competitive experience.","Soein Studio, ChiEn, 十六椰子","Soein Studio, ChiEn","14 Apr, 2022",Strategy,Co-op,English,No,0,USD,9.99,linux
1875740,月夜赞歌 Melody in the moonlight Playtest,game,,,,"11 Dec, 2023",Strategy,Single-player,English,No,0,,,linux
1875710,PARACHUTER,game,"With a limited number of moves, move through the selection of the direction of gravity. Defeat all enemies and escape this strange world.",PTL,PTL,"17 Feb, 2022",Indie,Co-op,English,No,0,USD,1.99,mac
1875760,Gungrave G.O.R.E - Street Grave,dlc,Become the gunslinger and mow down your enemies in style with the Street Grave costume.,"Iggymob Co. Ltd.,",Prime Matter,"4 Oct, 2024",Indie,Local Multi-Player,English,No,0,USD,4.99,mac
1875770,Tartaria: The forgotten tale,game,"Tartaria is an original fairy-tale adventure game based on Slavic culture and Slavic mythology. Taking place around 900 A.D., you play a young prince who starts off protecting his Slavic principality from robbers, dark forces, and evil mythical beings using brawn, and magic.",Pillars of Light Studios,Pillars of Light Studios,Coming soon,Strategy,Co-op,English,No,0,Coming soon,Coming soon,linux
1875800,Cubytet,game,Cubytet is a 3D puzzle game in which you need to place pieces of different shapes on the playing field in order to score as many points as possible. This game is based on the world's most famous 2D puzzle game and is its 3D analog with some additional game mechanics!,AP2 Games,AP2 Games,"21 Feb, 2022",RPG,Local Multi-Player,English,No,0,USD,3.99,windows
1875810,Slashers,game,"Slashers is a 1-4 player cooperative horror game, you are explorers of abandoned and seemingly cursed places, your goal is to see what happened there.",HeadArrow,HeadArrow,"10 May, 2022",Action,Multi-player,English,No,0,USD,6.0,windows
1875840,Illusion OST,music,Original tracks of Illusion and BGM not included Created by ：朗奇 Vskzero 可可脂 Cover Artist: 土猫 糖素瘾者,"Animalclaw Of Dreams, Refrigerator game lovers, Dream gear","Refrigerator game lovers , Jam Cafe, Dream gear","1 Mar, 2022",Indie,Multi-player,English,No,0,USD,2.99,linux
1875850,Reds Adventure A Seasons New Beginning,game,"Reds Adventure A Seasons New Beginning is a little, but fun 2D platformer where you play as a red blob fighting through the different levels in each of the 4 different seasons to save the season from the enemies you will encounter. (Although this is not said in the actual game).",CatCorp Studios,CatCorp Studios,"4 Feb, 2022",RPG,Multi-player,English,No,0,USD,3.99,mac
1874930,JUST HOOPS Demo,demo,"Take the live-action of arcade basketball into your living room! Inspired by 80’s arcade basketball, JUST HOOPS is an immersive gaming VR experience that features multiple play modes, challenges, and more than 45 levels of changing hoops!Welcome to our free demo!",Realcast,Realcast,"4 Mar, 2022",Strategy,Co-op,English,Si,0,,0.00,linux
1874950,Runner Party,game,A competitive Multiplayer running game up to 4 players (either on LAN or online) - Use traps and projectiles ! Make life difficult for your competitors ! - Slow down the enemy to get ahead ! - Get hit and you risk losing the race !,Creartstudio,Creartstudio,"22 Dec, 2022",Casual,Multi-player,English,No,0,USD,9.99,linux
1874960,TrinityS - ORIGINAL SOUNDTRACK,music,This is the original soundtrack to the world of &quot;TrinityS&quot;.,Indie-us Games,Indie-us Games,"27 Apr, 2022",Action,Local Multi-Player,English,No,0,USD,6.99,windows
1874990,Fluids & Sounds: Mind relaxing and meditative,game,"Colorful &amp; psychedelic fluids will calm you down, or get you trippy and creative. Use this fluid simulation to escape the daily stress. Take a deep breath and just relax while creating beautiful visuals.","Marvin Krüger, MK Arts and Visuals",MK Arts & Visuals,"3 Feb, 2022",Indie,Single-player,English,No,0,USD,3.99,windows
1874980,Ready for Riot,game,"Immerse into real, hard american prison riot and test out yourself as a member of the police force. Do you have what it takes to control and recapture most dangerous convicts in the world?",Baked Games,"Baked Games, PlayWay S.A.",To be announced,Adventure,Online Multi-Player,English,No,0,To be announced,To be announced,linux
1875030,Interstate Drifter 1999 Soundtrack,music,A nice selection of 8-bit style music!,"Ultimo Games, Runesound",Ultimo Games,"31 Jan, 2022",Casual,Multi-player,English,No,0,USD,2.99,mac
1875080,Supraland Six Inches Under Demo,demo,,Supra Games,Supra Games,"14 Jan, 2022",Strategy,Co-op,English,Si,0,,0.00,windows
