AppID,Nombre,Tipo,Descripcion,Desarrollador,Editor,FechaSalida,Genero,Categoria,Lenguajes,Gratis,EdadRequerida,Moneda,PrecioInicial,Plataforma
1052250,Tiger Tank 59 Ⅰ Black Hill Fortress,game,"In this game , Players need to control their tanks, through the enemy lines, break the enemy base, and defeat all the enemy tanks",TigerQiuQiu,TigerQiuQiu,"9 Apr, 2019",Action,Local Multi-Player,English,Si,0,,0.00,mac
1052275,Simon the Sorcerer 2 - Legacy Edition (Hebrew),dlc,"The Legacy Edition of &quot;Simon the Sorcerer II: The Lion, the Wizard and the Wardrobe&quot;, using latest ScummVM software to run on modern platforms (Windows, macOS and Linux).","MojoTouch, Adventure Soft",,"21 Mar, 2019",Indie,Single-player,English,Si,0,,0.00,mac
1052274,Simon the Sorcerer 2 - Legacy Edition (Spanish),dlc,"The Legacy Edition of &quot;Simon the Sorcerer II: The Lion, the Wizard and the Wardrobe&quot;, using latest ScummVM software to run on modern platforms (Windows, macOS and Linux).","MojoTouch, Adventure Soft",,"21 Mar, 2019",Action,Co-op,English,Si,0,,0.00,linux
1052370,Echo Royale,game,Surf the net. Flip your foes. Swim to freedom.,Dead Genre Studios,Dead Genre Studios,"26 Apr, 2019",Indie,Single-player,English,Si,0,,0.00,mac
1051621,Mortal Kombat 11 Frost,dlc,完成故事模式的第4章，便可在游戏中免费获得可用角色“佛丝特”。你也可以即刻加以购买。 绝对零度宗师最危险的一名徒弟。多年以来，她一直在追求可以击败其恩师的力量，而这股力量现在已被她得到了。,"NetherRealm Studios, QLOC, Shiver",,2019 年 4 月 23 日,Action,Online Multi-Player,English,No,18,CNY,26.0,windows
1052310,TUBWT,game,"Welcome to TUBWT, the place where all your memories will be resurrected, the place where every corner is your mind, the place where everything you see is yourself. Can you get out of the long-forgotten fragments of memory? Can you accept reality again?",Lunranta,Lunranta,"1 May, 2019",Action,Multi-player,English,No,0,USD,0.99,mac
1052360,Combate Monero,game,"Combate Monero is and indie fighting game where different mexican comic book characters duke it out in combat. Sequel to our earlier game, Tzompantli, the fighting system is similar, with a fluid and dinamic style.",Oribe Ware,Gustavo Oribe Mendieta,"3 May, 2019",RPG,Online Multi-Player,English,No,0,USD,9.99,mac
1052330,Atlasee,game,Modern file manager with a native eye tracking support.,Martin Chrzan,Martin Chrzan,"30 Apr, 2019",Action,Online Multi-Player,English,No,0,USD,0.99,linux
1051620,Mortal Kombat 11 Shao Kahn,dlc,扮演完全可用的角色“绍康”。 异星绝对的大帝。几千年来，绍康的铁蹄踏足各个世界，以疾风迅雷之势征服并扩大着他王国的版图。但当他正欲将阳间也收为囊中之际，他却受到了来自“真人快打”规则的制约。,"NetherRealm Studios, QLOC, Shiver",,2019 年 4 月 23 日,Indie,Co-op,English,No,18,CNY,26.0,windows
1052320,Fantasy Grounds - Meanders Token Pack (Token Pack),dlc,Meanders Token PackThis Initial FG Meanders Token Pack is the first of many planned. It features over 150 pre-sized tokens in a convenient module with a wide range of assets to suit fantasy games and in particular the Meanders Map series - allowing those who use them art assets that match.,"SmiteWorks USA, LLC",,"26 Mar, 2019",RPG,Local Multi-Player,English,No,0,USD,9.99,windows
1052380,Ikeda : The Scrap Hunter E.P.,game,Wall jump and slash your way through the remains of Facility 32 as legendary Scrap Hunter Iggy Ikeda in this super-tight action platformer with collectibles.,Trent Kaniuga,Aquatic Moon Games,"16 Aug, 2019",Strategy,Co-op,English,No,0,USD,2.99,mac
1051650,Fantasy Grounds - Pathfinder RPG - Skull & Shackles AP 2: Raiders of the Fever Sea (PFRPG),dlc,"Pathfinder RPG - Skull &amp; Shackles AP 2: Raiders of the Fever SeaChapter 2: &quot;Raiders of the Fever Sea&quot; by Greg A. VaughanBound for adventure upon the pirate vessel they've taken as their own, the heroes face a sea of dangers as they chart a course to become true Free Captains of the Shackles.","SmiteWorks USA, LLC",,"23 Apr, 2019",Adventure,Online Multi-Player,English,No,0,USD,24.99,linux
1051630,Memorial Park of Hypoxia,game,Build your own piece of cemetery. Make it a place to memorize your dear ones or honor yourself.,"Hede, Fallalypse studio",Hede,"30 Apr, 2019",Indie,Single-player,English,No,0,USD,199.99,mac
1051660,Space Adventure TD Demo,demo,"A Tower Defense game made in the best tradition with 35 unique towers, 70 upgrades and 8 biomes. A 20 level campaign and 2 challenge levels for now, with more to come! Made by an indie developper.",Raphael B.,Raphael B.,"21 Mar, 2019",Indie,Single-player,English,Si,0,,0.00,windows
1051720,Realm of Virtuals Demo,demo,,Game Runners,Game Runners,Coming soon,Casual,Local Multi-Player,English,Si,0,Coming soon,0.00,windows
