AppID,Nombre,Tipo,Descripcion,Desarrollador,Editor,FechaSalida,Genero,Categoria,Lenguajes,Gratis,EdadRequerida,Moneda,PrecioInicial,Plataforma
1473200,AZURE DOMAIN™ Playtest,game,,,,"18 Nov, 2020",Strategy,Local Multi-Player,English,No,0,,,linux
1473170,Aircraft Sketch Shooter,game,Choose One of 4 Aircrafts and start to fight against Unique Boss Enemies.,Stusse Games,Stusse Games,"11 Jan, 2021",Adventure,Online Multi-Player,English,No,0,USD,2.99,mac
1472730,SimBus,game,"SimBus is new, advanced bus simulator. Drive historic and modern vehicles from all parts of the world. Visit living cities of USA, Europe and China in different eras. Become bus driver, follow the timetable and meet other players on multiplayer mode.",SimRail S.A.,PlayWay S.A.,Coming soon,Adventure,Single-player,English,No,0,Coming soon,Coming soon,windows
1472720,Damned Hand - Arcade Mode DLC,dlc,Horronomicon Arcade Mode DLC. Improve your shoots by spawning as many bullets and zombies as you want.,Applykat,Applykat,"12 Nov, 2020",RPG,Local Multi-Player,English,Si,0,,0.00,mac
1472740,Das Balkonzimmer,game,"Discover the balcony room, brand new, totally different!",FLO-server,FLO-server,"2 Dec, 2020",Casual,Online Multi-Player,English,Si,0,,0.00,windows
1473220,Hundred Chances - The Fortress,game,Challenging 2D Platformer - The Game will test your strength and abiliity ! Can you make your way to the top ?,Kaká Gamer & Dev,Kaká Gamer & Dev,"8 Jan, 2021",RPG,Online Multi-Player,English,No,0,USD,0.99,mac
1472760,Heart in the Dark Playtest,game,,,,"27 Nov, 2020",Casual,Co-op,English,No,0,,,linux
1472780,Plague Inc: The Cure,dlc,Can you save the world? Take control and stop a deadly global pandemic by any means necessary in Plague Inc.'s biggest expansion yet!,Ndemic Creations,Ndemic Creations,"28 Jan, 2021",Indie,Co-op,English,No,0,USD,5.99,linux
1472820,Pokoh,game,Pokoh is a sliding puzzle game inspired by good old classic Sokoban but with its own flavour and mechanics. Your beloved wife has been stolen from your hands and it's your duty to rescue Pokah and bring her home.,Ankor Studio,Ankor Studio,"4 Dec, 2020",Casual,Multi-player,English,No,0,USD,0.99,linux
1472800,Mad Experiments: Escape Room Premium Pack,dlc,"Escape with style with a choice of 4 unique skins for your mask! Mad Experiments: Escape Room is a multiplayer narrative escape game made for advanced players. Alone or with teammates, you have 60 minutes to explore, solve, and escape!",PlayTogether Studio,PlayTogether Studio,"22 Nov, 2020",RPG,Co-op,English,No,0,USD,6.99,linux
1472810,Slime Fantasy: the search for the lost sword,game,"The slime hero lost his holy sword. Without it, he is just an ordinary slime. Now, he will go on a journey to find his lost sword, and return to defend the slime kingdon.",Super16bits,Super16bits,"4 Mar, 2021",RPG,Online Multi-Player,English,No,0,USD,3.99,windows
1472843,Neptunia Virtual Stars - Swimsuit Outfit: Goddess Set,dlc,The Goddesses bare their...souls with the Swimsuit Outfit: Goddess Set! Includes splash-worthy bikinis for the following characters: • Neptune • Noire • Blanc • Vert *Accessed by using &quot;Get Extra Items&quot; in the &quot;Information&quot; facility.,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",RPG,Online Multi-Player,English,No,0,USD,2.99,mac
1472842,Neptunia Virtual Stars - Bikini Outfit: Goddess Set,dlc,"Get the Goddesses ready for the show with the Bikini Outfit: Goddess Set! Includes dazzling, stage-ready bikinis for the following characters: • Neptune • Noire • Blanc • Vert *Accessed by using &quot;Get Extra Items&quot; in the &quot;Information&quot; facility.","Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",RPG,Multi-player,English,No,0,USD,2.99,linux
1472844,Neptunia Virtual Stars - Bunny Outfit: Goddess Set,dlc,Kick your high kicks into gear with the Bunny Outfit: Goddess Set! Includes high-end bunnywear for the following characters: • Neptune • Noire • Blanc • Vert *Accessed by using &quot;Get Extra Items&quot; in the &quot;Information&quot; facility.,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",RPG,Online Multi-Player,English,No,0,USD,2.99,mac
1472845,Neptunia Virtual Stars - Bikini Outfit: V-Idol Set,dlc,The V-Idols prove they're ready for the spotlight with the Bikini Outfit: V-Idol Set! Includes sheer stage fashion for the following characters: • Me • You • Vice • Licht *Accessed by using &quot;Get Extra Items&quot; in the &quot;Information&quot; facility.,"Idea Factory, Compile Heart",Idea Factory International,"29 Mar, 2021",Strategy,Single-player,English,No,0,USD,2.99,linux
